sid,link_name_ezpass,borough_ezpass,polyline_ezpass,link_length_ft_ezpass,aggregation_period_sec_ezpass,n_samples_ezpass,median_calculation_timestamp_ezpass,median_tt_sec_ezpass,median_speed_fps_ezpass,link_name_traffic,borough_traffic,polyline_traffic,link_length_ft_traffic,aggregation_period_sec_traffic,n_samples_traffic,median_calculation_timestamp_traffic,median_tt_sec_traffic,median_speed_fps_traffic
105044,23rd Street - Westbound - 2nd Ave to 3rd Ave,Manhattan,ssswFbkpbMsD~L,700.84,0,0,3/16/2026 16:15:01,0.0,0.0,23rd Street - Westbound - 2nd Ave to 3rd Ave,Manhattan,ssswFbkpbMsD~L,700.84,0,0,3/15/2026 12:40:12,0.0,0.0
106047,23rd Street - Eastbound - 7th Ave to 6th Ave,Manhattan,_ytwFjhsbMjFaQ,907.4,0,0,3/16/2026 16:15:01,0.0,0.0,23rd Street - Eastbound - 7th Ave to 6th Ave,Manhattan,_ytwFjhsbMjFaQ,907.4,0,0,3/15/2026 12:40:12,0.0,0.0
106050,23rd Street - Westbound - 7th Ave to 8th Ave,Manhattan,gztwFlgsbMoFnP,889.13,0,0,3/16/2026 16:15:01,0.0,0.0,23rd Street - Westbound - 7th Ave to 8th Ave,Manhattan,gztwFlgsbMoFnP,889.13,900,2,3/15/2026 12:40:12,282.0,3.15
108104,11th Avenue - Southbound - 34th St to 23rd St,Manhattan,gbwwFjotbMdj@d_@,2894.89,0,0,3/16/2026 16:15:01,0.0,0.0,11th Avenue - Southbound - 34th St to 23rd St,Manhattan,gbwwFjotbMdj@d_@,2894.89,0,0,3/15/2026 12:40:12,0.0,0.0
114115,Surf Avenue and Stillwell Ave to Ocean Pkwy and Sea Breeze Ave - Eastbound,Brooklyn,s{svFdmpbMToSdCiZl@}Kk@uI}A}E,3557.5,0,0,3/16/2026 16:15:01,0.0,0.0,Surf Avenue and Stillwell Ave to Ocean Pkwy and Sea Breeze Ave - Eastbound,Brooklyn,s{svFdmpbMToSdCiZl@}Kk@uI}A}E,3557.5,0,0,3/15/2026 12:40:12,0.0,0.0
114137,Stillwell Ave - Northbound - Surf Ave to Neptune Ave,Brooklyn,g|svFvlpbMmJtAmJ|@,1351.27,0,0,3/16/2026 16:15:01,0.0,0.0,Stillwell Ave - Northbound - Surf Ave to Neptune Ave,Brooklyn,g|svFvlpbMmJtAmJ|@,1351.27,0,0,3/15/2026 12:40:12,0.0,0.0
115100,Ocean Pkwy - Northbound - Sea Breeze Ave to Shore Pkwy,Brooklyn,kysvFt~mbMcz@yL,3505.03,0,0,3/16/2026 16:15:01,0.0,0.0,Ocean Pkwy - Northbound - Sea Breeze Ave to Shore Pkwy,Brooklyn,kysvFt~mbMcz@yL,3505.03,0,0,3/15/2026 12:40:12,0.0,0.0
115114,Ocean Pkwy and Sea Breeze Ave to Surf Ave and Stillwell Ave - Westbound,Brooklyn,}zsvFranbMhBfEXjKy@~GoB~U]nX,3473.22,0,0,3/16/2026 16:15:01,0.0,0.0,Ocean Pkwy and Sea Breeze Ave to Surf Ave and Stillwell Ave - Westbound,Brooklyn,}zsvFranbMhBfEXjKy@~GoB~U]nX,3473.22,0,0,3/15/2026 12:40:12,0.0,0.0
117071,Atlantic Avenue - Eastbound - Boerum Pl to Flatbush Ave,Brooklyn,oajwFxhrbMtLkc@tQin@,4158.51,0,0,3/16/2026 16:15:01,0.0,0.0,Atlantic Avenue - Eastbound - Boerum Pl to Flatbush Ave,Brooklyn,oajwFxhrbMtLkc@tQin@,4158.51,0,0,3/15/2026 12:40:12,0.0,0.0
117072,Atlantic Avenue - Westbound - Boerum Pl to BQE Exit,Brooklyn,mbjwFdhrbMqBxImH|`@,2121.64,0,0,3/16/2026 16:15:01,0.0,0.0,Atlantic Avenue - Westbound - Boerum Pl to BQE Exit,Brooklyn,mbjwFdhrbMqBxImH|`@,2121.64,0,0,3/15/2026 12:40:12,0.0,0.0
118008,34th Street - Eastbound - 5th Ave to Madison Ave,Manhattan,gtuwFtbqbMdC{H,500.43,0,0,3/16/2026 16:15:01,0.0,0.0,34th Street - Eastbound - 5th Ave to Madison Ave,Manhattan,gtuwFtbqbMdC{H,500.43,0,0,3/15/2026 12:40:12,0.0,0.0
120135,Flatbush Ave - Northbound - Aviators Sports Complex to Golf Course,Brooklyn,exvvFpv`bMocAlkA,5240.62,0,0,3/16/2026 16:15:01,0.0,0.0,Flatbush Ave - Northbound - Aviators Sports Complex to Golf Course,Brooklyn,exvvFpv`bMocAlkA,5240.62,0,0,3/15/2026 12:40:12,0.0,0.0
122134,Flatbush Ave - Northbound - Avenue U to Fillmore Ave,Brooklyn,krzvFp}dbMuIbKmHxJiIvJ,2379.05,0,0,3/16/2026 16:15:01,0.0,0.0,Flatbush Ave - Northbound - Avenue U to Fillmore Ave,Brooklyn,krzvFp}dbMuIbKmHxJiIvJ,2379.05,900,2,3/15/2026 12:40:12,163.0,14.6
122135,Flatbush Ave - Southbound - Avenue U to Golf Course,Brooklyn,cqzvFp_ebMtYw\vYw\,4084.31,0,0,3/16/2026 16:15:01,0.0,0.0,Flatbush Ave - Southbound - Avenue U to Golf Course,Brooklyn,cqzvFp_ebMtYw\vYw\,4084.31,0,0,3/15/2026 12:40:12,0.0,0.0
123124,Hylan Blvd - Northbound - Page Ave to Seguine Ave,Staten Island,usfvFp`adM}AyMoAgWeA{LuJ}w@y@qDwBcFkPwYqLqTeK_RgBwN,10295.12,0,0,3/16/2026 16:15:01,0.0,0.0,Hylan Blvd - Northbound - Page Ave to Seguine Ave,Staten Island,usfvFp`adM}AyMoAgWeA{LuJ}w@y@qDwBcFkPwYqLqTeK_RgBwN,10295.12,0,0,3/15/2026 12:40:12,0.0,0.0
124123,Hylan Blvd - Southbound - Seguine Ave to Page Ave,Staten Island,e|hvFbszcMvAzKp@nCjJjQl]pn@pBvD`AzDjBzNbCtSxDt[ThErAfW~AxN,10331.12,0,0,3/16/2026 16:15:01,0.0,0.0,Hylan Blvd - Southbound - Seguine Ave to Page Ave,Staten Island,e|hvFbszcMvAzKp@nCjJjQl]pn@pBvD`AzDjBzNbCtSxDt[ThErAfW~AxN,10331.12,0,0,3/15/2026 12:40:12,0.0,0.0
124125,Hylan Blvd - Northbound - Seguine Ave to Huguenot Ave,Staten Island,}zhvF|rzcMq@wDaCyEaIeOaEqOuG{V,3573.06,0,0,3/16/2026 16:15:01,0.0,0.0,Hylan Blvd - Northbound - Seguine Ave to Huguenot Ave,Staten Island,}zhvF|rzcMq@wDaCyEaIeOaEqOuG{V,3573.06,0,0,3/15/2026 12:40:12,0.0,0.0
125124,Hylan Blvd - Southbound - Huguenot Ave to Seguine Ave,Staten Island,ozivFhnxcMlD|MtBhIlDxMpIhPfBlDJZn@bD,3550.52,0,0,3/16/2026 16:15:01,0.0,0.0,Hylan Blvd - Southbound - Huguenot Ave to Seguine Ave,Staten Island,ozivFhnxcMlD|MtBhIlDxMpIhPfBlDJZn@bD,3550.52,0,0,3/15/2026 12:40:12,0.0,0.0
126062,Hylan Blvd - Northbound - Guyon Ave to New Dorp Ln,Staten Island,g}pvF~pkcMyTkVi]o]uI{I,4657.24,0,0,3/16/2026 16:15:01,0.0,0.0,Hylan Blvd - Northbound - Guyon Ave to New Dorp Ln,Staten Island,g}pvF~pkcMyTkVi]o]uI{I,4657.24,0,0,3/15/2026 12:40:12,0.0,0.0
126145,Hylan Blvd - Southbound - Guyon Ave to Keegans Ln,Staten Island,}}pvF~qkcMfC|CVbAVpCe@rJTjCn@nBr]v`@xDlG~JpMv@xAhDhHhDfG,6484.89,0,0,3/16/2026 16:15:01,0.0,0.0,Hylan Blvd - Southbound - Guyon Ave to Keegans Ln,Staten Island,}}pvF~qkcMfC|CVbAVpCe@rJTjCn@nBr]v`@xDlG~JpMv@xAhDhHhDfG,6484.89,0,0,3/15/2026 12:40:12,0.0,0.0
129130,Richmond Ave - Southbound - Richmond Hill Rd to Forest Hill Rd,Staten Island,apvvFn{tcMhAp@tJpBtUlBvUbBhIh@nITfTj@~EUpCS,6657.81,0,0,3/16/2026 16:15:01,0.0,0.0,Richmond Ave - Southbound - Richmond Hill Rd to Forest Hill Rd,Staten Island,apvvFn{tcMhAp@tJpBtUlBvUbBhIh@nITfTj@~EUpCS,6657.81,0,0,3/15/2026 12:40:12,0.0,0.0
129131,Richmond Ave - Northbound - Richmond Hill Rd to Eton Pl,Staten Island,oovvFnytcMqDeDkAeA}AoBwKqPqAwA{@a@sBy@mBc@gAIqA@a^bEcHlAiAAiAKqLeD,6374.21,0,0,3/16/2026 16:15:01,0.0,0.0,Richmond Ave - Northbound - Richmond Hill Rd to Eton Pl,Staten Island,oovvFnytcMqDeDkAeA}AoBwKqPqAwA{@a@sBy@mBc@gAIqA@a^bEcHlAiAAiAKqLeD,6374.21,0,0,3/15/2026 12:40:12,0.0,0.0
130129,Richmond Ave - Northbound - Forest Hill Rd to Richmond Hill Rd,Staten Island,c_svFbgucM}BReFPyO]iN]cIe@_SeByU{AeGkAoEeAm@_@,6611.52,0,0,3/16/2026 16:15:01,0.0,0.0,Richmond Ave - Northbound - Forest Hill Rd to Richmond Hill Rd,Staten Island,c_svFbgucM}BReFPyO]iN]cIe@_SeByU{AeGkAoEeAm@_@,6611.52,0,0,3/15/2026 12:40:12,0.0,0.0
130139,Richmond Ave - Southbound - Forest Hill Rd to Weinwright Ave,Staten Island,{~rvFniucMlIs@nML~g@H,3853.28,0,0,3/16/2026 16:15:01,0.0,0.0,Richmond Ave - Southbound - Forest Hill Rd to Weinwright Ave,Staten Island,{~rvFniucMlIs@nML~g@H,3853.28,0,0,3/15/2026 12:40:12,0.0,0.0
131129,Richmond Ave - Southbound - Eton Pl to Richmond Hill Rd,Staten Island,iryvFxzscMtMfDdAJfDUrCs@x^_EbAErDp@zD|ArAzA`KvOvA|AxAzAvDnD,6358.78,0,0,3/16/2026 16:15:01,0.0,0.0,Richmond Ave - Southbound - Eton Pl to Richmond Hill Rd,Staten Island,iryvFxzscMtMfDdAJfDUrCs@x^_EbAErDp@zD|ArAzA`KvOvA|AxAzAvDnD,6358.78,0,0,3/15/2026 12:40:12,0.0,0.0
134122,Flatbush Ave - Southbound - Fillmore Ave to Avenue U,Brooklyn,ep{vF|afbMx]{a@,2371.24,0,0,3/16/2026 16:15:01,0.0,0.0,Flatbush Ave - Southbound - Fillmore Ave to Avenue U,Brooklyn,ep{vF|afbMx]{a@,2371.24,0,0,3/15/2026 12:40:12,0.0,0.0
135120,Flatbush Ave - Southbound - Golf Course to Aviators Sports Complex,Brooklyn,u{xvFbdcbMtcAmjA,5220.49,0,0,3/16/2026 16:15:01,0.0,0.0,Flatbush Ave - Southbound - Golf Course to Aviators Sports Complex,Brooklyn,u{xvFbdcbMtcAmjA,5220.49,0,0,3/15/2026 12:40:12,0.0,0.0
135122,Flatbush Ave - Northbound - Golf Course to Avenue U,Brooklyn,s|xvFzbcbMe]n`@wKfKeJhK,4076.2,0,0,3/16/2026 16:15:01,0.0,0.0,Flatbush Ave - Northbound - Golf Course to Avenue U,Brooklyn,s|xvFzbcbMe]n`@wKfKeJhK,4076.2,0,0,3/15/2026 12:40:12,0.0,0.0
137114,Stillwell Ave - Southbound - Neptune Ave to Surf Ave,Brooklyn,astvF|rpbMnJeAjJoA,1351.37,0,0,3/16/2026 16:15:01,0.0,0.0,Stillwell Ave - Southbound - Neptune Ave to Surf Ave,Brooklyn,astvF|rpbMnJeAjJoA,1351.37,0,0,3/15/2026 12:40:12,0.0,0.0
139130,Richmond Ave - Northbound - Wainwright Ave to Forest Hill Rd,Staten Island,s|pvFngucM}ANee@s@_MQkJj@,3887.37,0,0,3/16/2026 16:15:01,0.0,0.0,Richmond Ave - Northbound - Wainwright Ave to Forest Hill Rd,Staten Island,s|pvFngucM}ANee@s@_MQkJj@,3887.37,0,0,3/15/2026 12:40:12,0.0,0.0
144092,Beach Channel Dr - Eastbound - Beach 116 St to Cross Bay Blvd @ 20 Rd,Queens,wbuvFdptaM[}ByGkZwB{MQ_GqJog@yCoMqDwJImC[kAoBm@aAl@uDdD_CpAwGbB}[bG}Oq@,10359.6,0,0,3/16/2026 16:15:01,0.0,0.0,Beach Channel Dr - Eastbound - Beach 116 St to Cross Bay Blvd @ 20 Rd,Queens,wbuvFdptaM[}ByGkZwB{MQ_GqJog@yCoMqDwJImC[kAoBm@aAl@uDdD_CpAwGbB}[bG}Oq@,10359.6,0,0,3/15/2026 12:40:12,0.0,0.0
145126,Hylan Blvd - Northbound - Keegans Ln to Guyon Ave,Staten Island,oynvF~|ncMgJuQgLeOwC{EiMqOcGsGwD_EcCuD]oAGuAFwA\qE?gCg@{CiAiBmAwA,6489.63,0,0,3/16/2026 16:15:01,0.0,0.0,Hylan Blvd - Northbound - Keegans Ln to Guyon Ave,Staten Island,oynvF~|ncMgJuQgLeOwC{EiMqOcGsGwD_EcCuD]oAGuAFwA\qE?gCg@{CiAiBmAwA,6489.63,0,0,3/15/2026 12:40:12,0.0,0.0
148151,Rockaway Blvd - Southbound - Brookville Blvd to Five-Towns Entrace,Queens,er`wFp_baM~EaFhAkArCsB|DyA|DiA,1729.49,0,0,3/16/2026 16:15:01,0.0,0.0,Rockaway Blvd - Southbound - Brookville Blvd to Five-Towns Entrace,Queens,er`wFp_baM~EaFhAkArCsB|DyA|DiA,1729.49,0,0,3/15/2026 12:40:12,0.0,0.0
150147,Rockaway Blvd - Northbound - Farmers Blvd to South Conduit Ave,Queens,cjdwFf|gaM_@v@kTrPoTrQ,3070.28,0,0,3/16/2026 16:15:01,0.0,0.0,Rockaway Blvd - Northbound - Farmers Blvd to South Conduit Ave,Queens,cjdwFf|gaM_@v@kTrPoTrQ,3070.28,900,15,3/15/2026 12:40:12,174.0,17.65
151148,Rockaway Blvd - Northbound - Five-Towns Entrance to Brookville Blvd,Queens,{x_wFvkaaM}HdCaEhCuIjI,1785.93,0,0,3/16/2026 16:15:01,0.0,0.0,Rockaway Blvd - Northbound - Five-Towns Entrance to Brookville Blvd,Queens,{x_wFvkaaM}HdCaEhCuIjI,1785.93,0,0,3/15/2026 12:40:12,0.0,0.0
154181,Beach Channel Dr - Westbound - Bay 32 st to Beach 69 st,Queens,emxvFzlfaMl@hBbAtAb@RzEh@~@^t@|@HzDhAbUvA~n@zAjj@dJh[vAzh@,9665.09,0,0,3/16/2026 16:15:01,0.0,0.0,Beach Channel Dr - Westbound - Bay 32 st to Beach 69 st,Queens,emxvFzlfaMl@hBbAtAb@RzEh@~@^t@|@HzDhAbUvA~n@zAjj@dJh[vAzh@,9665.09,0,0,3/15/2026 12:40:12,0.0,0.0
157159,Main St - Southbound - Roosevelt Ave to Sanford Ave,Queens,czwwF~}raMzKkEjDcA,1130.14,0,0,3/16/2026 16:15:01,0.0,0.0,Main St - Southbound - Roosevelt Ave to Sanford Ave,Queens,czwwF~}raMzKkEjDcA,1130.14,0,0,3/15/2026 12:40:12,0.0,0.0
157177,Roosevelt Ave - Westbound - Main St to College Pnt Blvd,Queens,kzwwFt}raMpFlUFrA,1202.78,0,0,3/16/2026 16:15:01,0.0,0.0,Roosevelt Ave - Westbound - Main St to College Pnt Blvd,Queens,kzwwFt}raMpFlUFrA,1202.78,0,0,3/15/2026 12:40:12,0.0,0.0
158185,Northern Blvd - Westbound - Main St to Northern Blvd Br,Queens,opxwFhisaMz@pFKbNTrF,1360.33,0,0,3/16/2026 16:15:01,0.0,0.0,Northern Blvd - Westbound - Main St to Northern Blvd Br,Queens,opxwFhisaMz@pFKbNTrF,1360.33,0,0,3/15/2026 12:40:12,0.0,0.0
159157,Main St - Northbound - Sanford Ave to Roosevelt Ave,Queens,khwwFftraMwJnDgEzA,1114.01,0,0,3/16/2026 16:15:01,0.0,0.0,Main St - Northbound - Sanford Ave to Roosevelt Ave,Queens,khwwFftraMwJnDgEzA,1114.01,900,3,3/15/2026 12:40:12,96.0,11.6
161183,Kissena Blvd - Northbound - Horace Harding Expwy NSR to Holly Ave,Queens,c{swFx~oaMi@@WFqCAqBUsGyA}LsCwAO{AKiAHs]x`@,4752.54,0,0,3/16/2026 16:15:01,0.0,0.0,Kissena Blvd - Northbound - Horace Harding Expwy NSR to Holly Ave,Queens,c{swFx~oaMi@@WFqCAqBUsGyA}LsCwAO{AKiAHs]x`@,4752.54,900,5,3/15/2026 12:40:12,360.0,13.2
166167,Jackie Robinson Pkwy - Southbound - Metropolitan Ave to Forest Pk Dr,Queens,c~mwFveuaM~@zBr@tCp@zGTrIFhMRdCVlBf@tBlAbCjAvAlHpFzBtC|BnFdBxMlDpLR`CFlC}@xJObGH|El@jFdAlEpBhDjDzBfEx@`FvAtBdCbAxC,9838.75,0,0,3/16/2026 16:15:01,0.0,0.0,Jackie Robinson Pkwy - Southbound - Metropolitan Ave to Forest Pk Dr,Queens,c~mwFveuaM~@zBr@tCp@zGTrIFhMRdCVlBf@tBlAbCjAvAlHpFzBtC|BnFdBxMlDpLR`CFlC}@xJObGH|El@jFdAlEpBhDjDzBfEx@`FvAtBdCbAxC,9838.75,900,2,3/15/2026 12:40:12,1075.0,9.15
167168,Jackie Robinson Pkwy - Southbound - Forest Pk Dr to Jamaica Av,Queens,}ykwFlvzaMn@jBXhBjAjMdArCxH~IlCxAh@x@b@dBz@bBz@`@vCf@T|@JdAtAbUdDnTrCrTbAtC|UfR|MnM`H~ExBz@lFPnFp@xDtA,11281.34,0,0,3/16/2026 16:15:01,0.0,0.0,Jackie Robinson Pkwy - Southbound - Forest Pk Dr to Jamaica Av,Queens,}ykwFlvzaMn@jBXhBjAjMdArCxH~IlCxAh@x@b@dBz@bBz@`@vCf@T|@JdAtAbUdDnTrCrTbAtC|UfR|MnM`H~ExBz@lFPnFp@xDtA,11281.34,0,0,3/15/2026 12:40:12,0.0,0.0
168167,Jackie Robinson Pkwy - Northbound - Jamaica Ave to Forest Pk Dr,Queens,mbhwF```bMaHqBuGUsCi@gCsA}EiDqHwH{XyTiAwAo@qByBqQ_EcWmAsUa@yBkAq@kCo@[s@uAsDgAu@}A{@kE{EwByBw@wCkA{Ko@aE,11106.63,0,0,3/16/2026 16:15:01,0.0,0.0,Jackie Robinson Pkwy - Northbound - Jamaica Ave to Forest Pk Dr,Queens,mbhwF```bMaHqBuGUsCi@gCsA}EiDqHwH{XyTiAwAo@qByBqQ_EcWmAsUa@yBkAq@kCo@[s@uAsDgAu@}A{@kE{EwByBw@wCkA{Ko@aE,11106.63,0,0,3/15/2026 12:40:12,0.0,0.0
169166,Jackie Robinson Pkwy - Southbound - Queens Blvd to Metropolitan Ave,Queens,kcowF`wraMrAvGh@|CtFbNbGxMfFnIl@rB`B|GlA~DhBvD,4126.65,0,0,3/16/2026 16:15:01,0.0,0.0,Jackie Robinson Pkwy - Southbound - Queens Blvd to Metropolitan Ave,Queens,kcowF`wraMrAvGh@|CtFbNbGxMfFnIl@rB`B|GlA~DhBvD,4126.65,0,0,3/15/2026 12:40:12,0.0,0.0
171031,Henry Hudson Pkwy - Southbound - 79th St to 57th St,Manhattan,a}|wFz_qbMdWdPrCrCvMpJvZdS|MvI,5785.32,0,0,3/16/2026 16:15:01,0.0,0.0,Henry Hudson Pkwy - Southbound - 79th St to 57th St,Manhattan,a}|wFz_qbMdWdPrCrCvMpJvZdS|MvI,5785.32,0,0,3/15/2026 12:40:12,0.0,0.0
171172,Henry Hudson Pkwy - Northbound - 79th St to 99th St,Manhattan,i||wFh~pbMkGwCsHsB_Cu@uCmAwCuAeGoD_FoDwEqEgKuMgD{B_IkB,5376.95,0,0,3/16/2026 16:15:01,0.0,0.0,Henry Hudson Pkwy - Northbound - 79th St to 99th St,Manhattan,i||wFh~pbMkGwCsHsB_Cu@uCmAwCuAeGoD_FoDwEqEgKuMgD{B_IkB,5376.95,0,0,3/15/2026 12:40:12,0.0,0.0
172171,Henry Hudson Pkwy - Southbound - 99th St to 79th St,Manhattan,}m_xFliobMvEvAzEhCjEfEdEhFjElE|EvDlJtFnEjBlEvAlHpBtFdC,5361.0,0,0,3/16/2026 16:15:01,0.0,0.0,Henry Hudson Pkwy - Southbound - 99th St to 79th St,Manhattan,}m_xFliobMvEvAzEhCjEfEdEhFjElE|EvDlJtFnEjBlEvAlHpBtFdC,5361.0,0,0,3/15/2026 12:40:12,0.0,0.0
172173,Henry Hudson Pkwy - Northbound - 99th St to 125th St,Manhattan,kk_xFbhobMuG}AcGgC{FgDkFkD{^}V{I{EwIoFoIeGwIgEqIqGaIeI,8453.9,0,0,3/16/2026 16:15:01,0.0,0.0,Henry Hudson Pkwy - Northbound - 99th St to 125th St,Manhattan,kk_xFbhobMuG}AcGgC{FgDkFkD{^}V{I{EwIoFoIeGwIgEqIqGaIeI,8453.9,0,0,3/15/2026 12:40:12,0.0,0.0
173172,Henry Hudson Pkwy - Southbound - 125th St to 99th St,Manhattan,ykcxFvolbMnOxOhNdIjH|EtW`OnJvGvN`KlOpJ|FjCrG~A,8397.24,0,0,3/16/2026 16:15:01,0.0,0.0,Henry Hudson Pkwy - Southbound - 125th St to 99th St,Manhattan,ykcxFvolbMnOxOhNdIjH|EtW`OnJvGvN`KlOpJ|FjCrG~A,8397.24,0,0,3/15/2026 12:40:12,0.0,0.0
173174,Henry Hudson Pkwy - Northbound - 125th St to GWB,Manhattan,}jcxFrnlbMwNeMcSiNea@w]wSqFwTkEeDiByKwJ_JuE}MiC}M_@}UaH,12554.86,0,0,3/16/2026 16:15:01,0.0,0.0,Henry Hudson Pkwy - Northbound - 125th St to GWB,Manhattan,}jcxFrnlbMwNeMcSiNea@w]wSqFwTkEeDiByKwJ_JuE}MiC}M_@}UaH,12554.86,0,0,3/15/2026 12:40:12,0.0,0.0
174173,Henry Hudson Pkwy - Southbound - GWB to 125th St,Manhattan,ooixF|jibMpFhAvTWdJNxI|AzJtDfPpNd[nGnKjCrIrF|]vZ``@`Y,12554.79,0,0,3/16/2026 16:15:01,0.0,0.0,Henry Hudson Pkwy - Southbound - GWB to 125th St,Manhattan,ooixF|jibMpFhAvTWdJNxI|AzJtDfPpNd[nGnKjCrIrF|]vZ``@`Y,12554.79,0,0,3/15/2026 12:40:12,0.0,0.0
176184,College Point Blvd - Southbound - Sanford Ave to Booth Memorial Ave,Queens,k{vwFlpsaM`P_DfBDzInAjHrA,2413.79,0,0,3/16/2026 16:15:01,0.0,0.0,College Point Blvd - Southbound - Sanford Ave to Booth Memorial Ave,Queens,k{vwFlpsaM`P_DfBDzInAjHrA,2413.79,0,0,3/15/2026 12:40:12,0.0,0.0
177176,College Pnt Blvd - Southbound - Roosevelt Ave to Sanford Ave,Queens,upwwFrwsaM|S_F,1260.7,0,0,3/16/2026 16:15:01,0.0,0.0,College Pnt Blvd - Southbound - Roosevelt Ave to Sanford Ave,Queens,upwwFrwsaM|S_F,1260.7,0,0,3/15/2026 12:40:12,0.0,0.0
179159,Main St  - Northbound - Peck Ave to Sanford Ave,Queens,mzuwF`braMaHSi@FsD~BiCpBkEnBcRxF,2848.55,0,0,3/16/2026 16:15:01,0.0,0.0,Main St  - Northbound - Peck Ave to Sanford Ave,Queens,mzuwF`braMaHSi@FsD~BiCpBkEnBcRxF,2848.55,0,0,3/15/2026 12:40:12,0.0,0.0
182154,Beach Channel Dr - Westbound - Mott Ave to Bay 32 St,Queens,ovyvFfjdaM\RzEpAh@z@bFtLdCdFlAvBv@|CzBzCvK|Y,3908.23,0,0,3/16/2026 16:15:01,0.0,0.0,Beach Channel Dr - Westbound - Mott Ave to Bay 32 St,Queens,ovyvFfjdaM\RzEpAh@z@bFtLdCdFlAvBv@|CzBzCvK|Y,3908.23,0,0,3/15/2026 12:40:12,0.0,0.0
183160,Kissena Blvd  - Northbound - Holly Ave to Sanford Ave,Queens,obvwFdxpaMiI~I_IxJyH~JkDtE_ArAcBtD,3244.32,0,0,3/16/2026 16:15:01,0.0,0.0,Kissena Blvd  - Northbound - Holly Ave to Sanford Ave,Queens,obvwFdxpaMiI~I_IxJyH~JkDtE_ArAcBtD,3244.32,0,0,3/15/2026 12:40:12,0.0,0.0
185158,Northern Blvd - Eastbound - Northern Blvd Br to Main St,Queens,kmxwFlgtaMSoFJoNa@iG,1391.89,0,0,3/16/2026 16:15:01,0.0,0.0,Northern Blvd - Eastbound - Northern Blvd Br to Main St,Queens,kmxwFlgtaMSoFJoNa@iG,1391.89,0,0,3/15/2026 12:40:12,0.0,0.0
192193,2nd Avenue - Southbound - 86th St to 72nd St,Manhattan,wl{wFrujbM`LzH`Bt@`C`Brc@zY,3791.02,0,0,3/16/2026 16:15:01,0.0,0.0,2nd Avenue - Southbound - 86th St to 72nd St,Manhattan,wl{wFrujbM`LzH`Bt@`C`Brc@zY,3791.02,0,0,3/15/2026 12:40:12,0.0,0.0
193055,2nd Avenue - Southbound - 72nd St to 57th St,Manhattan,_tywFb_lbMjz@zi@,3950.2,0,0,3/16/2026 16:15:01,0.0,0.0,2nd Avenue - Southbound - 72nd St to 57th St,Manhattan,_tywFb_lbMjz@zi@,3950.2,0,0,3/15/2026 12:40:12,0.0,0.0
76083,14th Street – westbound – 1st Avenue to Union Sqr. East / Broadway,Manhattan,ejrwFzupbMwTjr@,2604.02,0,0,3/16/2026 16:15:01,0.0,0.0,14th Street – westbound – 1st Avenue to Union Sqr. East / Broadway,Manhattan,ejrwFzupbMwTjr@,2604.02,0,0,3/15/2026 12:40:12,0.0,0.0
83107,14th Street – westbound – Union Sqr. East / Broadway to 7th Avenue,Manhattan,_`swFfirbMmVrv@,2817.72,0,0,3/16/2026 16:15:01,0.0,0.0,14th Street – westbound – Union Sqr. East / Broadway to 7th Avenue,Manhattan,_`swFfirbMmVrv@,2817.72,0,0,3/15/2026 12:40:12,0.0,0.0
107083,14th Street – eastbound – 7th Avenue to Union Sqr. East / Broadway,Manhattan,{vswFratbMxVuw@,2869.41,0,0,3/16/2026 16:15:01,0.0,0.0,14th Street – eastbound – 7th Avenue to Union Sqr. East / Broadway,Manhattan,{vswFratbMxVuw@,2869.41,900,2,3/15/2026 12:40:12,176.0,16.3
83076,14th Street – eastbound – Union Sqr. East / Broadway to 1st Avenue,Manhattan,a_swF|hrbMpTar@,2589.23,0,0,3/16/2026 16:15:01,0.0,0.0,14th Street – eastbound – Union Sqr. East / Broadway to 1st Avenue,Manhattan,a_swF|hrbMpTar@,2589.23,0,0,3/15/2026 12:40:12,0.0,0.0
75107,14th Street – eastbound – 11 Ave/Rt 9A to 7th Ave,Manhattan,imtwFzvubMpUut@,2716.64,0,0,3/16/2026 16:15:01,0.0,0.0,14th Street – eastbound – 11 Ave/Rt 9A to 7th Ave,Manhattan,imtwFzvubMpUut@,2716.64,0,0,3/15/2026 12:40:12,0.0,0.0
107075,14th Street – westbound – 7th Ave to 11 Ave/Rt 9A,Manhattan,iwswF~`tbMoUjt@,2705.75,0,0,3/16/2026 16:15:01,0.0,0.0,14th Street – westbound – 7th Ave to 11 Ave/Rt 9A,Manhattan,iwswF~`tbMoUjt@,2705.75,0,0,3/15/2026 12:40:12,0.0,0.0
202035,Belt Pkwy - Eastbound - 68th St to Bay 8th St,Brooklyn,wn`wFjd{bMr`@|Ol\pLtZhCn^w@|]eFjGoCbHqGxCgE`EgE`OwItDqC`JeM~CqHz@kJg@uVRsI|DkS,17111.81,0,0,3/16/2026 16:15:01,0.0,0.0,Belt Pkwy - Eastbound - 68th St to Bay 8th St,Brooklyn,wn`wFjd{bMr`@|Ol\pLtZhCn^w@|]eFjGoCbHqGxCgE`EgE`OwItDqC`JeM~CqHz@kJg@uVRsI|DkS,17111.81,0,0,3/15/2026 12:40:12,0.0,0.0
